"","V","rpm","thrust","Q","Volts","Amps","effmot","effprop","adv","CT","CP","prop","motor","capacity","Volts100","vmass","throttle","Prop_diam","struct_mass","payload","motor_Kv","motor_IR","motor_I0","motor_mass","batt_ser","batt_par","total_batt","effesc","I_batt","thrust0","C_d","hover_throttle","t2wr","endur","range"
"28",4,2505,23.69,0.8182,24.091,9.9962,0.8914,0.4415,0.134680077059394,0.01119,0.001086,"tm28","m1",24,32.4,19.192,74.3549382716049,28,2,4,105,0.023,1,1.075,9,8,72,0.969456350319376,7.66684166549383,58.6,2,65,2.48999434439851,19.9560662232804,4.78945589358729
"29",5,2620,23.78,0.859,25.193,10.4454,0.8956,0.5045,0.161006623496477,0.01027,0.001043,"tm28","m1",24,32.4,19.192,77.7561728395062,28,2,4,105,0.023,1,1.075,9,8,72,0.969913919321549,8.37388052277778,58.6,2,65,2.48999434439851,18.2710989945253,5.48132969835759
"30",6,2743,23.89,0.9006,26.375,10.9024,0.8996,0.554,0.184537152471864,0.009408,0.0009975,"tm28","m1",24,32.4,19.192,81.4043209876543,28,2,4,105,0.023,1,1.075,9,8,72,0.970406912314215,9.14567340641975,58.6,2,65,2.48999434439851,16.7292219173935,6.02251989026165
"31",7,2874,24.01,0.9427,27.633,11.3658,0.9034,0.5925,0.205491575471308,0.008616,0.0009512,"tm28","m1",24,32.4,19.192,85.287037037037,28,2,4,105,0.023,1,1.075,9,8,72,0.97092495596527,9.98383448277778,58.6,2,65,2.48999434439851,15.3247732886524,6.43640478123402
"32",8,3012,24.16,0.9854,28.96,11.835,0.9069,0.6218,0.224058388054024,0.007892,0.0009051,"tm28","m1",24,32.4,19.192,89.3827160493827,28,2,4,105,0.023,1,1.075,9,8,72,0.971455119679178,10.8892775694444,58.6,2,65,2.48999434439851,14.0505188727415,6.74424905891592
"33",9,3157,24.33,1.029,30.352,12.3099,0.9102,0.6438,0.240488917632299,0.007233,0.00086,"tm28","m1",24,32.4,19.192,93.679012345679,28,2,4,105,0.023,1,1.075,9,8,72,0.971988870420004,11.8641201475463,58.6,2,65,2.48999434439851,12.8960258407062,6.96385395398134
"34",10,3308,24.51,1.072,31.802,12.791,0.9133,0.6599,0.255003075691884,0.006638,0.0008166,"tm28","m1",24,32.4,19.192,98.1543209876543,28,2,4,105,0.023,1,1.075,9,8,72,0.972515920888665,12.9097312731481,58.6,2,65,2.48999434439851,11.851524773272,7.11091486396322
"35",0,2163,24.05289375,0.6819,20.8,8.4982,0.874,0,0,0.01523,0.001214,"tm28","m1",27,32.4,19.615,64.1975308641975,28,2,4,105,0.023,1,1.075,9,9,81,0.968157396326867,5.63506986425926,58.6,2,65,2.43629729582953,30.5453178303453,0
"36",1,2240,24.06,0.7173,21.533,8.8871,0.8791,0.143,0.0376676959165416,0.01422,0.001192,"tm28","m1",27,32.4,19.615,66.4598765432099,28,2,4,105,0.023,1,1.075,9,9,81,0.968360431730545,6.0993360475463,58.6,2,65,2.43629729582953,28.2202847421801,1.69321708453081
"37",2,2326,24.09,0.7545,22.366,9.2966,0.8839,0.2622,0.0725393743713883,0.0132,0.001162,"tm28","m1",27,32.4,19.615,69.0308641975309,28,2,4,105,0.023,1,1.075,9,9,81,0.968643176297302,6.62527076845679,58.6,2,65,2.43629729582953,25.9800702515427,3.11760843018513
"38",3,2422,24.14,0.7936,23.294,9.7264,0.8886,0.3597,0.104489371658397,0.01219,0.001127,"tm28","m1",27,32.4,19.615,71.8950617283951,28,2,4,105,0.023,1,1.075,9,9,81,0.968987733532117,7.21660454716049,58.6,2,65,2.43629729582953,23.8512445673257,4.29322402211863
"39",4,2528,24.21,0.8339,24.308,10.1697,0.893,0.4387,0.13348627185103,0.01123,0.001088,"tm28","m1",27,32.4,19.615,75.0246913580247,28,2,4,105,0.023,1,1.075,9,9,81,0.969385282994263,7.87074672050926,58.6,2,65,2.43629729582953,21.8689542570953,5.24854902170288
"40",5,2642,24.3,0.8752,25.406,10.6229,0.8972,0.5018,0.159655738655433,0.01032,0.001045,"tm28","m1",27,32.4,19.615,78.4135802469136,28,2,4,105,0.023,1,1.075,9,9,81,0.969829951468421,8.58892448458333,58.6,2,65,2.43629729582953,20.0403438531746,6.01210315595237
"41",6,2765,24.41,0.9171,26.584,11.0839,0.9011,0.5515,0.183092019851213,0.009464,0.001,"tm28","m1",27,32.4,19.615,82.0493827160494,28,2,4,105,0.023,1,1.075,9,9,81,0.970311228494534,9.37253044569444,58.6,2,65,2.43629729582953,18.3648376494814,6.61134155381331
"42",7,2895,24.53,0.9596,27.836,11.5513,0.9047,0.5903,0.203983610997585,0.008676,0.0009543,"tm28","m1",27,32.4,19.615,85.9135802469136,28,2,4,105,0.023,1,1.075,9,9,81,0.97081673148718,10.2224601958179,58.6,2,65,2.43629729582953,16.8379232301064,7.07192775664468
"43",8,3033,24.68,1.003,29.158,12.0244,0.9081,0.6201,0.222550423580301,0.007954,0.0009087,"tm28","m1",27,32.4,19.615,89.9938271604938,28,2,4,105,0.023,1,1.075,9,9,81,0.971336932456805,11.1405397977778,58.6,2,65,2.43629729582953,15.4503285410222,7.41615769969067
"44",9,3177,24.85,1.046,30.543,12.5031,0.9114,0.6425,0.239012369085111,0.007297,0.0008639,"tm28","m1",27,32.4,19.615,94.2685185185185,28,2,4,105,0.023,1,1.075,9,9,81,0.971860342685536,12.1277580956944,58.6,2,65,2.43629729582953,14.1926478613642,7.66402984513666
"45",10,3327,25.03,1.09,31.987,12.9878,0.9144,0.659,0.253557943071232,0.006702,0.0008208,"tm28","m1",27,32.4,19.615,98.7253086419753,28,2,4,105,0.023,1,1.075,9,9,81,0.972379580363204,13.1864612284568,58.6,2,65,2.43629729582953,13.0531608911532,7.83189653469191
"46",0,2186,24.5715975,0.6962,21.023,8.6556,0.8761,0,0,0.01523,0.001214,"tm28","m1",30,32.4,20.038,64.8858024691358,28,2,4,105,0.023,1,1.075,9,10,90,0.968133518888804,5.80111669407407,58.6,2,65,2.38486732496737,32.967790528221,0
"47",1,2262,24.58,0.732,21.756,9.0485,0.881,0.1417,0.0372907047981108,0.01423,0.001192,"tm28","m1",30,32.4,20.038,67.1481481481482,28,2,4,105,0.023,1,1.075,9,10,90,0.96832664778765,6.27463903742284,58.6,2,65,2.38486732496737,30.4798409692347,1.82879045815408
"48",2,2349,24.61,0.7696,22.587,9.4619,0.8857,0.26,0.0718482239875986,0.01322,0.001163,"tm28","m1",30,32.4,20.038,69.712962962963,28,2,4,105,0.023,1,1.075,9,10,90,0.968597035201965,6.81002584445988,58.6,2,65,2.38486732496737,28.0835938611873,3.37003126334247
"49",3,2445,24.66,0.809,23.512,9.8956,0.8902,0.3572,0.103515477935784,0.01223,0.001128,"tm28","m1",30,32.4,20.038,72.5679012345679,28,2,4,105,0.023,1,1.075,9,10,90,0.968928516383843,7.41130962,58.6,2,65,2.38486732496737,25.8051558774305,4.64492805793749
"50",4,2550,24.73,0.8497,24.523,10.3429,0.8946,0.436,0.132355298495738,0.01127,0.001089,"tm28","m1",30,32.4,20.038,75.6882716049383,28,2,4,105,0.023,1,1.075,9,10,90,0.969313632428033,8.07619121606481,58.6,2,65,2.38486732496737,23.6807171701895,5.68337212084549
"51",5,2664,24.82,0.8913,25.617,10.8002,0.8986,0.4991,0.158367685667461,0.01037,0.001047,"tm28","m1",30,32.4,20.038,79.0648148148148,28,2,4,105,0.023,1,1.075,9,10,90,0.969745470678799,8.80556639635803,58.6,2,65,2.38486732496737,21.7192161629831,6.51576484889493
"52",6,2786,24.92,0.9336,26.79,11.2652,0.9024,0.5491,0.181709719083634,0.009519,0.001003,"tm28","m1",30,32.4,20.038,82.6851851851852,28,2,4,105,0.023,1,1.075,9,10,90,0.970214171428406,9.60061371580247,58.6,2,65,2.38486732496737,19.9206015012567,7.1714165404524
"53",7,2916,25.05,0.9764,28.037,11.7365,0.906,0.5882,0.202538478376934,0.008735,0.0009574,"tm28","m1",30,32.4,20.038,86.5339506172839,28,2,4,105,0.023,1,1.075,9,10,90,0.970708573634514,10.4625192256944,58.6,2,65,2.38486732496737,18.2795363023389,7.67740524698233
"54",8,3053,25.2,1.02,29.353,12.2134,0.9093,0.6184,0.22110529095965,0.008015,0.0009121,"tm28","m1",30,32.4,20.038,90.5956790123457,28,2,4,105,0.023,1,1.075,9,10,90,0.971218153669721,11.3927160635185,58.6,2,65,2.38486732496737,16.7870417320779,8.05778003139741
"55",9,3196,25.37,1.064,30.733,12.6959,0.9125,0.6412,0.237535820537924,0.007359,0.0008678,"tm28","m1",30,32.4,20.038,94.854938271605,28,2,4,105,0.023,1,1.075,9,10,90,0.971733166555975,12.3929989450772,58.6,2,65,2.38486732496737,15.4321000790507,8.33333404268736
"56",10,3346,25.55,1.108,32.171,13.1842,0.9154,0.6581,0.252144226377117,0.006764,0.0008249,"tm28","m1",30,32.4,20.038,99.2932098765432,28,2,4,105,0.023,1,1.075,9,10,90,0.972244594267471,13.4647345469753,58.6,2,65,2.38486732496737,14.2037705483739,8.52226232902432
"57",0,2082,22.2662475,0.6326,20.014,7.9557,0.8663,0,0,0.01522,0.001216,"tm28","m1",15,36,18.158,55.5944444444444,28,2,4,105,0.023,1,1.075,10,5,50,0.966869945750644,4.57447998679167,72.51,2,65,3.25649842884393,20.9040153801322,0
"58",1,2159,22.28,0.6667,20.749,8.3305,0.8718,0.1478,0.039081412610657,0.01417,0.001193,"tm28","m1",15,36,18.158,57.6361111111111,28,2,4,105,0.023,1,1.075,10,5,50,0.967160408371119,4.964405278125,72.51,2,65,3.25649842884393,19.2621260035636,1.15572756021382
"59",2,2246,22.31,0.7027,21.588,8.7261,0.8772,0.27,0.0751468962738678,0.01311,0.001161,"tm28","m1",15,36,18.158,59.9666666666667,28,2,4,105,0.023,1,1.075,10,5,50,0.967537867557834,5.408316796125,72.51,2,65,3.25649842884393,17.6811018297808,2.1217322195737
"60",3,2343,22.35,0.7405,22.524,9.1419,0.8823,0.3691,0.108007955430417,0.01207,0.001124,"tm28","m1",15,36,18.158,62.5666666666667,28,2,4,105,0.023,1,1.075,10,5,50,0.967979201597656,5.908992766125,72.51,2,65,3.25649842884393,16.182961087412,2.91293299573416
"61",0,2109,22.842585,0.6485,20.271,8.1307,0.8689,0,0,0.01522,0.001215,"tm28","m1",18,36,18.628,56.3083333333333,28,2,4,105,0.023,1,1.075,10,6,60,0.966872536283954,4.73512431734722,72.51,2,65,3.17433425332553,24.2337882407039,0
"62",1,2185,22.85,0.683,21.006,8.5102,0.8743,0.1462,0.0386101737126186,0.01419,0.001192,"tm28","m1",18,36,18.628,58.35,28,2,4,105,0.023,1,1.075,10,6,60,0.967148890559686,5.13437150005555,72.51,2,65,3.17433425332553,22.3493761600146,1.34096256960088
"63",2,2272,22.88,0.7194,21.843,8.9104,0.8794,0.2674,0.0742672503308627,0.01314,0.001162,"tm28","m1",18,36,18.628,60.675,28,2,4,105,0.023,1,1.075,10,6,60,0.96750960732655,5.58793955022222,72.51,2,65,3.17433425332553,20.5352973074729,2.46423567689675
"64",3,2369,22.93,0.7576,22.776,9.3307,0.8844,0.366,0.106845566148589,0.01211,0.001125,"tm28","m1",18,36,18.628,63.2666666666667,28,2,4,105,0.023,1,1.075,10,6,60,0.967933793260544,6.09878785901389,72.51,2,65,3.17433425332553,18.8152142118539,3.3867385581337
"65",4,2475,23,0.7971,23.798,9.7646,0.8891,0.4453,0.136345121165797,0.01113,0.001084,"tm28","m1",18,36,18.628,66.1055555555556,28,2,4,105,0.023,1,1.075,10,6,60,0.968412845488953,6.6654868405,72.51,2,65,3.17433425332553,17.215546702871,4.13173120868905
"66",5,2590,23.09,0.8375,24.906,10.2084,0.8935,0.5081,0.162828747235559,0.0102,0.00104,"tm28","m1",18,36,18.628,69.1833333333333,28,2,4,105,0.023,1,1.075,10,6,60,0.968938416038954,7.288916698,72.51,2,65,3.17433425332553,15.7430801797318,4.72292405391954
"67",6,2714,23.2,0.8785,26.095,10.6599,0.8977,0.5573,0.18648493991709,0.009331,0.0009939,"tm28","m1",18,36,18.628,72.4861111111111,28,2,4,105,0.023,1,1.075,10,6,60,0.969497876634321,7.97005041945834,72.51,2,65,3.17433425332553,14.3976504489665,5.18315416162794
"68",7,2846,23.32,0.9202,27.36,11.118,0.9015,0.5953,0.207502194769606,0.008534,0.0009469,"tm28","m1",18,36,18.628,76,28,2,4,105,0.023,1,1.075,10,6,60,0.970078606150213,8.71030445,72.51,2,65,3.17433425332553,13.1740515683123,5.53310165869116
"69",0,2135,23.4189225,0.6644,20.525,8.3058,0.8714,0,0,0.01523,0.001215,"tm28","m1",21,36,19.098,57.0138888888889,28,2,4,105,0.023,1,1.075,10,7,70,0.966870152989242,4.89772030783333,72.51,2,65,3.09621418321018,27.3341455995114,0
"70",1,2211,23.43,0.6993,21.259,8.6897,0.8766,0.1447,0.0381389348145801,0.0142,0.001192,"tm28","m1",21,36,19.098,59.0527777777778,28,2,4,105,0.023,1,1.075,10,7,70,0.967132111411035,5.30590306123611,72.51,2,65,3.09621418321018,25.2313316800046,1.51387990080028
"71",2,2298,23.46,0.7361,22.094,9.0944,0.8816,0.2649,0.0734190203143935,0.01317,0.001162,"tm28","m1",21,36,19.098,61.3722222222222,28,2,4,105,0.023,1,1.075,10,7,70,0.967476940646467,5.76906295466667,72.51,2,65,3.09621418321018,23.2056750033741,2.7846810004049
"72",3,2395,23.51,0.7748,23.024,9.5192,0.8864,0.363,0.105683176866761,0.01215,0.001126,"tm28","m1",21,36,19.098,63.9555555555556,28,2,4,105,0.023,1,1.075,10,7,70,0.967884593718839,6.29006524533333,72.51,2,65,3.09621418321018,21.2835630122157,3.83104134219883
"73",4,2500,23.58,0.8147,24.042,9.9576,0.891,0.4421,0.134962820398217,0.01118,0.001086,"tm28","m1",21,36,19.098,66.7833333333333,28,2,4,105,0.023,1,1.075,10,7,70,0.968346874561984,6.867391608,72.51,2,65,3.09621418321018,19.4943011323318,4.67863227175962
"74",5,2615,23.66,0.8554,25.145,10.406,0.8953,0.5051,0.1612893668353,0.01026,0.001042,"tm28","m1",21,36,19.098,69.8472222222222,28,2,4,105,0.023,1,1.075,10,7,70,0.968855598324683,7.50194555,72.51,2,65,3.09621418321018,17.8453707918475,5.35361123755424
"75",6,2738,23.77,0.8969,26.329,10.862,0.8993,0.5546,0.184851311737223,0.009396,0.0009969,"tm28","m1",21,36,19.098,73.1361111111111,28,2,4,105,0.023,1,1.075,10,7,70,0.969399965390407,8.19480572777778,72.51,2,65,3.09621418321018,16.3365678756979,5.88116443525126
"76",7,2869,23.9,0.939,27.588,11.3245,0.9031,0.5929,0.205805734736667,0.008603,0.0009505,"tm28","m1",21,36,19.098,76.6333333333333,28,2,4,105,0.023,1,1.075,10,7,70,0.96996630889461,8.94705491701389,72.51,2,65,3.09621418321018,14.9630242847197,6.28447019958229
"77",8,3008,24.05,0.9816,28.916,11.7929,0.9066,0.6222,0.224403963245919,0.007878,0.0009043,"tm28","m1",21,36,19.098,80.3222222222222,28,2,4,105,0.023,1,1.075,10,7,70,0.970542543552492,9.759818781125,72.51,2,65,3.09621418321018,13.716955509349,6.5841386444875
"78",9,3153,24.21,1.025,30.309,12.2669,0.9099,0.6441,0.240834492824194,0.007219,0.0008591,"tm28","m1",21,36,19.098,84.1916666666667,28,2,4,105,0.023,1,1.075,10,7,70,0.971120312832172,10.6348383633472,72.51,2,65,3.09621418321018,12.5883436518789,6.7977055720146
"79",10,3304,24.4,1.068,31.76,12.7472,0.913,0.6601,0.255348650883778,0.006624,0.0008157,"tm28","m1",21,36,19.098,88.2222222222222,28,2,4,105,0.023,1,1.075,10,7,70,0.971688853970096,11.5735228053333,72.51,2,65,3.09621418321018,11.5673509485208,6.9404105691125
"80",0,2161,23.99526,0.6803,20.775,8.4807,0.8738,0,0,0.01523,0.001214,"tm28","m1",24,36,19.568,57.7083333333333,28,2,4,105,0.023,1,1.075,10,8,80,0.966862110105001,5.061808270125,72.51,2,65,3.02184681474591,30.2263522905465,0
"81",1,2237,24.01,0.7157,21.509,8.8692,0.8788,0.1432,0.0376991118430775,0.01422,0.001192,"tm28","m1",24,36,19.568,59.7472222222222,28,2,4,105,0.023,1,1.075,10,8,80,0.96711129176285,5.47930799533333,72.51,2,65,3.02184681474591,27.9232341256065,1.67539404753639
"82",2,2323,24.03,0.7529,22.342,9.2782,0.8837,0.2624,0.072633622150996,0.01319,0.001162,"tm28","m1",24,36,19.568,62.0611111111111,28,2,4,105,0.023,1,1.075,10,8,80,0.967441199866112,5.9519421045,72.51,2,65,3.02184681474591,25.7058952042432,3.08470742450919
"83",3,2420,24.08,0.7919,23.269,9.7075,0.8884,0.36,0.104583619438004,0.01219,0.001127,"tm28","m1",24,36,19.568,64.6361111111111,28,2,4,105,0.023,1,1.075,10,8,80,0.967832836814167,6.483093203125,72.51,2,65,3.02184681474591,23.5998458153047,4.24797224675485
"84",4,2525,24.15,0.8322,24.284,10.1504,0.8928,0.439,0.13364335148371,0.01122,0.001088,"tm28","m1",24,36,19.568,67.4555555555556,28,2,4,105,0.023,1,1.075,10,8,80,0.968280094674858,7.07130999466667,72.51,2,65,3.02184681474591,21.6367264503177,5.19281434807624
"85",5,2640,24.24,0.8734,25.382,10.6032,0.897,0.5021,0.159812818288113,0.01031,0.001045,"tm28","m1",24,36,19.568,70.5055555555556,28,2,4,105,0.023,1,1.075,10,8,80,0.968772709784978,7.71682045866667,72.51,2,65,3.02184681474591,19.8268186773955,5.94804560321865
"86",6,2762,24.35,0.9153,26.561,11.0638,0.9009,0.5518,0.183249099483893,0.009458,0.0009998,"tm28","m1",24,36,19.568,73.7805555555556,28,2,4,105,0.023,1,1.075,10,8,80,0.969302088628683,8.42145415894444,72.51,2,65,3.02184681474591,18.1678837303292,6.54043814291852
"87",7,2893,24.48,0.9577,27.813,11.5307,0.9046,0.5906,0.204172106556801,0.00867,0.000954,"tm28","m1",24,36,19.568,77.2583333333333,28,2,4,105,0.023,1,1.075,10,8,80,0.969853231806709,9.18533480068056,72.51,2,65,3.02184681474591,16.6569867424608,6.99593443183354
"88",8,3030,24.62,1.001,29.136,12.0034,0.908,0.6203,0.222738919139516,0.007947,0.0009083,"tm28","m1",24,36,19.568,80.9333333333333,28,2,4,105,0.023,1,1.075,10,8,80,0.970418166430579,10.0108922827222,72.51,2,65,3.02184681474591,15.2833529398835,7.33600941114409
"89",9,3175,24.79,1.044,30.522,12.4816,0.9112,0.6427,0.239169448717791,0.00729,0.0008635,"tm28","m1",24,36,19.568,84.7833333333333,28,2,4,105,0.023,1,1.075,10,8,80,0.970984358377913,10.8985448035556,72.51,2,65,3.02184681474591,14.0385714568137,7.58082858667938
"90",10,3325,24.98,1.088,31.966,12.966,0.9143,0.6591,0.253715022703912,0.006695,0.0008203,"tm28","m1",24,36,19.568,88.7944444444444,28,2,4,105,0.023,1,1.075,10,8,80,0.971543022828191,11.8503117166667,72.51,2,65,3.02184681474591,12.9110527771869,7.74663166631216
"91",11,3481,25.18,1.133,33.464,13.4569,0.9171,0.6707,0.266564136657094,0.006158,0.0007791,"tm28","m1",24,36,19.568,92.9555555555555,28,2,4,105,0.023,1,1.075,10,8,80,0.972088617973443,12.8681026855694,72.51,2,65,3.02184681474591,11.8898647095486,7.84731070830209
