"","V","rpm","thrust","Q","Volts","Amps","effmot","effprop","adv","CT","CP","prop","motor","capacity","Volts100","vmass","throttle","Prop_diam","struct_mass","payload","motor_Kv","motor_IR","motor_I0","motor_mass","batt_ser","batt_par","total_batt","effesc","I_batt","thrust0","C_d","hover_throttle","t2wr","endur","range"
"1",0,3728,5.96570625,0.09577,8.296,5.3637,0.8403,0,0,0.01545,0.001302,"tm15","m10",9,18,4.865,46.0888888888889,15,2,0,465,0.052,0.7,0.195,5,3,15,0.952666944948919,2.59489399358333,27.2,2,65,4.55939311460399,22.1107298185888,0
"2",1,3879,5.976,0.1011,8.635,5.6247,0.8459,0.1454,0.0405893770843801,0.01429,0.001269,"tm15","m10",9,18,4.865,47.9722222222222,15,2,0,465,0.052,0.7,0.195,5,3,15,0.953065786924953,2.83117243358333,27.2,2,65,4.55939311460399,20.2654558653576,1.21592735192145
"3",0,3816,6.253875,0.1002,8.497,5.5803,0.8447,0,0,0.01545,0.0013,"tm15","m10",12,18,5.1,47.2055555555556,15,2,0,465,0.052,0.7,0.195,5,4,20,0.952576873469383,2.76535331691667,27.2,2,65,4.34930343187224,27.6637345152324,0
"4",1,3967,6.264,0.1057,8.836,5.8469,0.85,0.1426,0.0396783152148391,0.01432,0.001268,"tm15","m10",12,18,5.1,49.0888888888889,15,2,0,465,0.052,0.7,0.195,5,4,20,0.952941246254319,3.01191522113889,27.2,2,65,4.34930343187224,25.3991212843877,1.52394727706326
"5",2,4142,6.293,0.1118,9.227,6.1458,0.8554,0.2595,0.076026542216873,0.0132,0.001231,"tm15","m10",12,18,5.1,51.2611111111111,15,2,0,465,0.052,0.7,0.195,5,4,20,0.953370895065141,3.30449081566667,27.2,2,65,4.34930343187224,23.150314002179,2.77803768026148
"6",3,4339,6.342,0.1186,9.668,6.4733,0.8608,0.3532,0.108887601373422,0.01212,0.001189,"tm15","m10",12,18,5.1,53.7111111111111,15,2,0,465,0.052,0.7,0.195,5,4,20,0.953859465560474,3.64506668025,27.2,2,65,4.34930343187224,20.987270387809,3.77770866980562
"7",4,4558,6.411,0.1258,10.158,6.8275,0.8661,0.4269,0.138198660831415,0.0111,0.001144,"tm15","m10",12,18,5.1,56.4333333333333,15,2,0,465,0.052,0.7,0.195,5,4,20,0.954396514263568,4.03709126736111,27.2,2,65,4.34930343187224,18.9492867348538,4.54782881636491
"8",5,4798,6.499,0.1336,10.693,7.2076,0.8712,0.4839,0.164116800223531,0.01016,0.001096,"tm15","m10",12,18,5.1,59.4055555555556,15,2,0,465,0.052,0.7,0.195,5,4,20,0.954955534241046,4.48367978266667,27.2,2,65,4.34930343187224,17.0618785703072,5.11856357109216
"9",0,3902,6.54204375,0.1047,8.694,5.7966,0.8488,0,0,0.01546,0.001298,"tm15","m10",15,18,5.335,48.3,15,2,0,465,0.052,0.7,0.195,5,5,25,0.952471726576853,2.939465521,27.2,2,65,4.15772211856578,32.5314242731681,0
"10",1,4053,6.552,0.1103,9.032,6.0687,0.8537,0.14,0.0388615011249057,0.01435,0.001268,"tm15","m10",15,18,5.335,50.1777777777778,15,2,0,465,0.052,0.7,0.195,5,5,25,0.952799402074069,3.19599151025,27.2,2,65,4.15772211856578,29.9202922452444,1.79521753471466
"11",2,4227,6.581,0.1165,9.422,6.373,0.8589,0.2552,0.0745185777431499,0.01325,0.001232,"tm15","m10",15,18,5.335,52.3444444444444,15,2,0,465,0.052,0.7,0.195,5,5,25,0.953195105542432,3.49971524722222,27.2,2,65,4.15772211856578,27.323651567338,3.27883818808055
"12",3,4423,6.63,0.1233,9.861,6.7056,0.8639,0.3482,0.106814150222053,0.01219,0.001191,"tm15","m10",15,18,5.335,54.7833333333333,15,2,0,465,0.052,0.7,0.195,5,5,25,0.953649224198958,3.852098976,27.2,2,65,4.15772211856578,24.8241285065049,4.46834313117089
"13",4,4640,6.699,0.1307,10.347,7.065,0.8689,0.4218,0.135748218561615,0.01119,0.001147,"tm15","m10",15,18,5.335,57.4833333333333,15,2,0,465,0.052,0.7,0.195,5,5,25,0.954146206514974,4.256368125,27.2,2,65,4.15772211856578,22.4663368373477,5.39192084096345
"14",5,4878,6.787,0.1386,10.878,7.4499,0.8738,0.4792,0.161415030541444,0.01026,0.0011,"tm15","m10",15,18,5.335,60.4333333333333,15,2,0,465,0.052,0.7,0.195,5,5,25,0.954671532174089,4.71599157225,27.2,2,65,4.15772211856578,20.2767537929202,6.08302613787607
"15",6,5135,6.895,0.147,11.451,7.8597,0.8784,0.5233,0.184003081720754,0.00941,0.001053,"tm15","m10",15,18,5.335,63.6166666666667,15,2,0,465,0.052,0.7,0.195,5,5,25,0.955206400408409,5.23455365025,27.2,2,65,4.15772211856578,18.2680332248449,6.57649196094415
"16",7,5409,7.022,0.1559,12.063,8.2938,0.8829,0.5565,0.20379511543837,0.008637,0.001007,"tm15","m10",15,18,5.335,67.0166666666667,15,2,0,465,0.052,0.7,0.195,5,5,25,0.95573572160305,5.815654029,27.2,2,65,4.15772211856578,16.4426906282874,6.9059300638807
"17",8,5699,7.169,0.1654,12.711,8.7522,0.8871,0.5812,0.221073875033114,0.007943,0.0009617,"tm15","m10",15,18,5.335,70.6166666666667,15,2,0,465,0.052,0.7,0.195,5,5,25,0.956245613164006,6.463310069,27.2,2,65,4.15772211856578,14.7950506751404,7.10162432406738
"18",9,6003,7.336,0.1753,13.39,9.2351,0.8911,0.5992,0.236090687917273,0.007325,0.0009187,"tm15","m10",15,18,5.335,74.3888888888889,15,2,0,465,0.052,0.7,0.195,5,5,25,0.956718662194358,7.18067761113889,27.2,2,65,4.15772211856578,13.3169883370984,7.19117370203312
"19",0,3987,6.8302125,0.1091,8.886,6.0127,0.8525,0,0,0.01546,0.001297,"tm15","m10",18,18,5.57,49.3666666666667,15,2,0,465,0.052,0.7,0.195,5,6,30,0.952346758821881,3.11679494802778,27.2,2,65,3.98230655341982,36.8166664517378,0
"20",1,4137,6.84,0.1148,9.225,6.2901,0.8572,0.1375,0.0380761029615083,0.01438,0.001267,"tm15","m10",18,18,5.57,51.25,15,2,0,465,0.052,0.7,0.195,5,6,30,0.952650925465521,3.38390082225,27.2,2,65,3.98230655341982,33.9105683137904,2.03463409882742
"21",2,4310,6.869,0.1212,9.613,6.5996,0.862,0.2512,0.0730734451224986,0.0133,0.001232,"tm15","m10",18,18,5.57,53.4055555555556,15,2,0,465,0.052,0.7,0.195,5,6,30,0.953010712819893,3.69833517822222,27.2,2,65,3.98230655341982,31.027474382449,3.72329692589388
