"","V","rpm","thrust","Q","Volts","Amps","effmot","effprop","adv","CT","CP","prop","motor","capacity","Volts100","vmass","throttle","Prop_diam","struct_mass","payload","motor_Kv","motor_IR","motor_I0","motor_mass","batt_ser","batt_par","total_batt","effesc","I_batt","thrust0","C_d","hover_throttle","t2wr","endur","range"
"1",0,4569,8.99454375,0.1423,10.222,7.6296,0.873,0,0,0.0155,0.001288,"tm15","m10",15,18,7.335,56.7888888888889,15,2,2,465,0.052,0.7,0.195,5,5,25,0.951106678030571,4.55549852266667,27.2,2,65,3.02405555590299,20.9911164550271,0
"2",1,4718,9.004,0.1488,10.559,7.9439,0.8762,0.1225,0.0333951299076595,0.01456,0.001263,"tm15","m10",15,18,7.335,58.6611111111111,15,2,2,465,0.052,0.7,0.195,5,5,25,0.951244550208352,4.89882439225,27.2,2,65,3.02405555590299,19.5199893572997,1.17119936143798
"3",2,4886,9.034,0.1559,10.939,8.29,0.8795,0.2265,0.0644654812516626,0.01362,0.001233,"tm15","m10",15,18,7.335,60.7722222222222,15,2,2,465,0.052,0.7,0.195,5,5,25,0.951424222657099,5.2952375,27.2,2,65,3.02405555590299,18.0586800875315,2.16704161050378
"4",3,5074,9.083,0.1635,11.361,8.6635,0.8828,0.3136,0.0931168062524015,0.0127,0.0012,"tm15","m10",15,18,7.335,63.1166666666667,15,2,2,465,0.052,0.7,0.195,5,5,25,0.951652995537425,5.74590995069445,27.2,2,65,3.02405555590299,16.6422726462051,2.99560907631692
"5",4,5279,9.151,0.1717,11.825,9.0629,0.886,0.3855,0.11931768898334,0.01181,0.001164,"tm15","m10",15,18,7.335,65.6944444444444,15,2,2,465,0.052,0.7,0.195,5,5,25,0.951928994549653,6.25448099558333,27.2,2,65,3.02405555590299,15.289038381846,3.66936921164304
"6",0,4641,9.2827125,0.1467,10.388,7.8442,0.875,0,0,0.01551,0.001287,"tm15","m10",18,18,7.57,57.7111111111111,15,2,2,465,0.052,0.7,0.195,5,6,30,0.95091544377122,4.76064933788889,27.2,2,65,2.93017800562066,24.1038547171983,0
"7",1,4789,9.293,0.1533,10.724,8.1631,0.8781,0.1209,0.0328924750830851,0.01458,0.001262,"tm15","m10",18,18,7.57,59.5777777777778,15,2,2,465,0.052,0.7,0.195,5,6,30,0.951033397465714,5.11379893780556,27.2,2,65,2.93017800562066,22.439286603873,1.34635719623238
"8",2,4957,9.322,0.1605,11.104,8.5137,0.8812,0.2238,0.0635230034555856,0.01365,0.001233,"tm15","m10",18,18,7.57,61.6888888888889,15,2,2,465,0.052,0.7,0.195,5,6,30,0.951199214301225,5.52145844358333,27.2,2,65,2.93017800562066,20.7825525035609,2.4939063004273
"9",3,5144,9.371,0.1682,11.524,8.8917,0.8843,0.3102,0.0918601691909655,0.01274,0.001201,"tm15","m10",18,18,7.57,64.0222222222222,15,2,2,465,0.052,0.7,0.195,5,6,30,0.951407152147952,5.98341511358333,27.2,2,65,2.93017800562066,19.1780108552888,3.45204195395198
"10",4,5349,9.44,0.1765,11.986,9.2954,0.8874,0.3819,0.117778308583081,0.01187,0.001166,"tm15","m10",18,18,7.57,66.5888888888889,15,2,2,465,0.052,0.7,0.195,5,6,30,0.95166485771475,6.50407916988889,27.2,2,65,2.93017800562066,17.6427741733593,4.23426580160624
"11",5,5571,9.528,0.1853,12.486,9.7237,0.8904,0.4407,0.141340253485005,0.01105,0.001128,"tm15","m10",18,18,7.57,69.3666666666667,15,2,2,465,0.052,0.7,0.195,5,6,30,0.951953635908612,7.08543600469444,27.2,2,65,2.93017800562066,16.1951924940078,4.85855774820234
"12",6,5810,9.636,0.1946,13.024,10.1756,0.8934,0.4883,0.162640251676344,0.01027,0.001089,"tm15","m10",18,18,7.57,72.3555555555556,15,2,2,465,0.052,0.7,0.195,5,6,30,0.952270929268439,7.73163569822222,27.2,2,65,2.93017800562066,14.841620127858,5.34298324602886
"13",7,6065,9.763,0.2043,13.597,10.6506,0.8962,0.5266,0.181772550936705,0.009551,0.001049,"tm15","m10",18,18,7.57,75.5388888888889,15,2,2,465,0.052,0.7,0.195,5,6,30,0.952602474650629,8.445647701,27.2,2,65,2.93017800562066,13.586879782638,5.70648950870796
"14",8,6334,9.91,0.2146,14.202,11.1484,0.899,0.557,0.19889423089877,0.008887,0.00101,"tm15","m10",18,18,7.57,78.9,15,2,2,465,0.052,0.7,0.195,5,6,30,0.952935634907961,9.23051597377778,27.2,2,65,2.93017800562066,12.4315910752968,5.96716371614245
"15",0,4711,9.57088125,0.1511,10.551,8.0587,0.8769,0,0,0.01552,0.001286,"tm15","m10",21,18,7.805,58.6166666666667,15,2,2,465,0.052,0.7,0.195,5,7,35,0.95071740823856,4.96860715469444,27.2,2,65,2.84195355573971,26.944170837397,0
"16",1,4860,9.581,0.1578,10.887,8.3821,0.8798,0.1193,0.0323898202585108,0.0146,0.001262,"tm15","m10",21,18,7.805,60.4833333333333,15,2,2,465,0.052,0.7,0.195,5,7,35,0.950820975004159,5.33199584002778,27.2,2,65,2.84195355573971,25.1078590487615,1.50647154292569
"17",2,5027,9.61,0.1651,11.266,8.7372,0.8828,0.2212,0.0626433575125805,0.01368,0.001234,"tm15","m10",21,18,7.805,62.5888888888889,15,2,2,465,0.052,0.7,0.195,5,7,35,0.950969286376306,5.750465844,27.2,2,65,2.84195355573971,23.2807225765343,2.79368670918411
"18",3,5213,9.659,0.1729,11.685,9.1196,0.8858,0.307,0.0906349480560655,0.01279,0.001202,"tm15","m10",21,18,7.805,64.9166666666667,15,2,2,465,0.052,0.7,0.195,5,7,35,0.951161499652421,6.22411686711111,27.2,2,65,2.84195355573971,21.5090755617732,3.87163360111918
"19",4,5417,9.728,0.1813,12.144,9.5276,0.8887,0.3784,0.116301760035894,0.01193,0.001167,"tm15","m10",21,18,7.805,67.4666666666667,15,2,2,465,0.052,0.7,0.195,5,7,35,0.951397561025291,6.75632816044444,27.2,2,65,2.84195355573971,19.8147568946967,4.75554165472721
"20",5,5638,9.816,0.1902,12.642,9.9601,0.8916,0.4371,0.139675209378602,0.01111,0.00113,"tm15","m10",21,18,7.805,70.2333333333333,15,2,2,465,0.052,0.7,0.195,5,7,35,0.951670825176594,7.35055656669444,27.2,2,65,2.84195355573971,18.2129065718086,5.46387197154258
