"","V","rpm","thrust","Q","Volts","Amps","effmot","effprop","adv","CT","CP","prop","motor","capacity","Volts100","vmass","throttle","Prop_diam","struct_mass","payload","motor_Kv","motor_IR","motor_I0","motor_mass","batt_ser","batt_par","total_batt","effesc","I_batt","thrust0","C_d","hover_throttle","t2wr","endur","range"
"1",0,4170,7.480125,0.1191,9.307,6.4993,0.8599,0,0,0.01548,0.001293,"tm15","m10",12,18,6.1,51.7055555555556,15,2,1,465,0.052,0.7,0.195,5,4,20,0.952028776698771,3.52982940691667,27.2,2,65,3.63630286927023,21.6724354582403,0
"2",1,4320,7.49,0.125,9.644,6.7883,0.8641,0.1324,0.0364424747816416,0.01444,0.001265,"tm15","m10",12,18,6.1,53.5777777777778,15,2,1,465,0.052,0.7,0.195,5,4,20,0.952266693919426,3.81932951358333,27.2,2,65,3.63630286927023,20.0296936223832,1.20178161734299
"3",2,4492,7.519,0.1316,10.03,7.1093,0.8683,0.2429,0.0701203480281242,0.01341,0.001232,"tm15","m10",12,18,6.1,55.7222222222222,15,2,1,465,0.052,0.7,0.195,5,4,20,0.95256501636123,4.15872919580556,27.2,2,65,3.63630286927023,18.3950424271811,2.20740509126173
"4",3,4684,7.568,0.1388,10.461,7.4583,0.8726,0.3335,0.100845124180232,0.01241,0.001195,"tm15","m10",12,18,6.1,58.1166666666667,15,2,1,465,0.052,0.7,0.195,5,4,20,0.952913189799702,4.54869908025,27.2,2,65,3.63630286927023,16.8179953543543,3.02723916378377
"5",0,4249,7.76829375,0.1235,9.487,6.7147,0.8628,0,0,0.01548,0.001292,"tm15","m10",15,18,6.335,52.7055555555556,15,2,1,465,0.052,0.7,0.195,5,5,25,0.951866383524795,3.71797975025,27.2,2,65,3.5014123918782,25.719612914398,0
"6",1,4399,7.778,0.1296,9.825,7.0087,0.8667,0.1303,0.0358141562509236,0.01446,0.001265,"tm15","m10",15,18,6.335,54.5833333333333,15,2,1,465,0.052,0.7,0.195,5,5,25,0.952087008639523,4.01810133802778,27.2,2,65,3.5014123918782,23.7985535842498,1.42791321505499
"7",2,4570,7.807,0.1363,10.209,7.3347,0.8708,0.2395,0.0689265428197601,0.01345,0.001232,"tm15","m10",15,18,6.335,56.7166666666667,15,2,1,465,0.052,0.7,0.195,5,5,25,0.952355631925603,4.36811335025,27.2,2,65,3.5014123918782,21.8916022393345,2.62699226872015
"8",3,4761,7.856,0.1435,10.639,7.6885,0.8748,0.3294,0.0992429119269016,0.01247,0.001196,"tm15","m10",15,18,6.335,59.1055555555555,15,2,1,465,0.052,0.7,0.195,5,5,25,0.952681571624614,4.77004150625,27.2,2,65,3.5014123918782,20.0469953719913,3.60845916695843
"9",4,4972,7.925,0.1513,11.112,8.0685,0.8788,0.4024,0.126700431719276,0.01154,0.001156,"tm15","m10",15,18,6.335,61.7333333333333,15,2,1,465,0.052,0.7,0.195,5,5,25,0.953048713808786,5.22633725625,27.2,2,65,3.5014123918782,18.296752641756,4.39122063402144
"10",5,5202,8.013,0.1596,11.627,8.4735,0.8826,0.4607,0.151361934049956,0.01066,0.001114,"tm15","m10",15,18,6.335,64.5944444444444,15,2,1,465,0.052,0.7,0.195,5,5,25,0.953448943903794,5.74064325625,27.2,2,65,3.5014123918782,16.6575409290397,4.9972622787119
"11",6,5450,8.121,0.1685,12.183,8.9028,0.8864,0.5069,0.173384498551621,0.009839,0.001071,"tm15","m10",15,18,6.335,67.6833333333333,15,2,1,465,0.052,0.7,0.195,5,5,25,0.953873039287073,6.317100444,27.2,2,65,3.5014123918782,15.1374829081315,5.44949384692734
"12",7,5714,8.248,0.1778,12.775,9.3558,0.8899,0.5428,0.192925204856949,0.00909,0.001028,"tm15","m10",15,18,6.335,70.9722222222222,15,2,1,465,0.052,0.7,0.195,5,5,25,0.954298976827156,6.95800721566667,27.2,2,65,3.5014123918782,13.7431590735765,5.77212681090212
"13",0,4327,8.0564625,0.1279,9.665,6.93,0.8655,0,0,0.01549,0.001291,"tm15","m10",18,18,6.57,53.6944444444444,15,2,1,465,0.052,0.7,0.195,5,6,30,0.951701048692827,3.9098675,27.2,2,65,3.3761716137821,29.3488206441778,0
"14",1,4476,8.066,0.1341,10.002,7.2289,0.8692,0.1283,0.0351858377202057,0.01449,0.001264,"tm15","m10",18,18,6.57,55.5666666666667,15,2,1,465,0.052,0.7,0.195,5,6,30,0.951896488632584,4.21984828669444,27.2,2,65,3.3761716137821,27.192920741207,1.63157524447242
