"","V","rpm","thrust","Q","Volts","Amps","effmot","effprop","adv","CT","CP","prop","motor","capacity","Volts100","vmass","throttle","Prop_diam","struct_mass","payload","motor_Kv","motor_IR","motor_I0","motor_mass","batt_ser","batt_par","total_batt","effesc","I_batt","thrust0","C_d","hover_throttle","t2wr","endur","range"
"18",3,5533,6.524,0.106,12.203,5.8634,0.8586,0.3186,0.0985203456165759,0.01359,0.001338,"tm13","m10",15,18,5.2846,67.7944444444444,13,2,0,465,0.052,0.7,0.195,5,5,25,0.965414230979488,4.11746515433333,17.17,1,65,2.6495929182878,23.2242402584419,4.18036324651955
"19",4,5749,6.559,0.1111,12.681,6.1097,0.8632,0.3923,0.126417688380453,0.01266,0.001299,"tm13","m10",15,18,5.2846,70.45,13,2,0,465,0.052,0.7,0.195,5,5,25,0.965767829596546,4.45685134469444,17.17,1,65,2.6495929182878,21.4557302015098,5.14937524836234
"20",5,5983,6.603,0.1164,13.198,6.3696,0.8678,0.4525,0.151864588874531,0.01176,0.001257,"tm13","m10",15,18,5.2846,73.3222222222222,13,2,0,465,0.052,0.7,0.195,5,5,25,0.966144674272061,4.83398852266667,17.17,1,65,2.6495929182878,19.7818012085905,5.93454036257715
"21",6,6235,6.657,0.122,13.753,6.6418,0.8721,0.5013,0.174861047098808,0.01092,0.001213,"tm13","m10",15,18,5.2846,76.4055555555556,13,2,0,465,0.052,0.7,0.195,5,5,25,0.966541078874334,5.250376109,17.17,1,65,2.6495929182878,18.2129809398003,6.55667313832812
"22",7,6502,6.72,0.1279,14.344,6.9257,0.8764,0.5404,0.195626974539036,0.01014,0.001168,"tm13","m10",15,18,5.2846,79.6888888888889,13,2,0,465,0.052,0.7,0.195,5,5,25,0.966949199101945,5.70765597913889,17.17,1,65,2.6495929182878,16.753812834814,7.03660139062188
"23",8,6786,6.794,0.1339,14.968,7.2208,0.8804,0.5712,0.214225203048288,0.009411,0.001124,"tm13","m10",15,18,5.2846,83.1555555555556,13,2,0,465,0.052,0.7,0.195,5,5,25,0.967360001654491,6.20709595733333,17.17,1,65,2.6495929182878,15.4057550676375,7.39476243246598
"24",9,7083,6.877,0.1402,15.623,7.5269,0.8843,0.5952,0.23090706003885,0.008744,0.00108,"tm13","m10",15,18,5.2846,86.7944444444444,13,2,0,465,0.052,0.7,0.195,5,5,25,0.967767213052809,6.75051908225,17.17,1,65,2.6495929182878,14.165577318556,7.64941175202023
"25",10,7393,6.97,0.1467,16.307,7.8442,0.888,0.6137,0.245798209216865,0.008134,0.001037,"tm13","m10",15,18,5.2846,90.5944444444444,13,2,0,465,0.052,0.7,0.195,5,5,25,0.968164619451993,7.34008377122222,17.17,1,65,2.6495929182878,13.0277804696059,7.81666828176354
"26",11,7715,7.073,0.1535,17.017,8.1726,0.8915,0.6275,0.25908714614155,0.007579,0.000996,"tm13","m10",15,18,5.2846,94.5388888888889,13,2,0,465,0.052,0.7,0.195,5,5,25,0.968546292665241,7.97719767433333,17.17,1,65,2.6495929182878,11.9872922677689,7.91161289672748
"27",12,8048,7.186,0.1604,17.75,8.5126,0.8949,0.6377,0.270930950445584,0.007076,0.0009569,"tm13","m10",15,18,5.2846,98.6111111111111,13,2,0,465,0.052,0.7,0.195,5,5,25,0.968906031399106,8.66376012988889,17.17,1,65,2.6495929182878,11.0373554399441,7.94689591675976
"28",0,5108,6.7684095,0.09685,11.267,5.4159,0.849,0,0,0.01655,0.001434,"tm13","m10",18,18,5.5196,62.5944444444444,13,2,0,465,0.052,0.7,0.195,5,6,30,0.964492186346362,3.51485741891667,17.17,1,65,2.53678504529018,32.6471279837484,0
"29",1,5265,6.773,0.1009,11.615,5.6152,0.8533,0.1217,0.0344946873364159,0.01558,0.001407,"tm13","m10",18,18,5.5196,64.5277777777778,13,2,0,465,0.052,0.7,0.195,5,6,30,0.964720226981269,3.75587001955555,17.17,1,65,2.53678504529018,30.552175501957,1.83313053011742
"30",2,5443,6.788,0.1054,12.009,5.8346,0.8578,0.2259,0.0667588438887831,0.01461,0.001375,"tm13","m10",18,18,5.5196,66.7166666666667,13,2,0,465,0.052,0.7,0.195,5,6,30,0.964986785571081,4.03389009211111,17.17,1,65,2.53678504529018,28.4464864881696,3.41357837858035
"31",3,5640,6.813,0.1103,12.444,6.0698,0.8622,0.3138,0.0966668059509579,0.01366,0.00134,"tm13","m10",18,18,5.5196,69.1333333333333,13,2,0,465,0.052,0.7,0.195,5,6,30,0.965287953525931,4.34715366677778,17.17,1,65,2.53678504529018,26.3965824067718,4.75138483321893
"32",4,5854,6.847,0.1154,12.918,6.32,0.8666,0.3871,0.124155741669869,0.01274,0.001301,"tm13","m10",18,18,5.5196,71.7666666666667,13,2,0,465,0.052,0.7,0.195,5,6,30,0.96561518911646,4.69716444444444,17.17,1,65,2.53678504529018,24.4296322509467,5.8631117402272
"33",5,6086,6.891,0.1208,13.432,6.5839,0.8709,0.4474,0.149257066972051,0.01186,0.00126,"tm13","m10",18,18,5.5196,74.6222222222222,13,2,0,465,0.052,0.7,0.195,5,6,30,0.965969912683713,5.08613407558333,17.17,1,65,2.53678504529018,22.561339967594,6.7684019902782
"34",6,6336,6.945,0.1265,13.982,6.8601,0.8751,0.4964,0.172065029637113,0.01103,0.001217,"tm13","m10",18,18,5.5196,77.6777777777778,13,2,0,465,0.052,0.7,0.195,5,6,30,0.966341500331225,5.51437895558333,17.17,1,65,2.53678504529018,20.8092336279891,7.49132410607607
"35",7,6601,7.009,0.1324,14.568,7.1478,0.8791,0.536,0.192673877444662,0.01026,0.001174,"tm13","m10",18,18,5.5196,80.9333333333333,13,2,0,465,0.052,0.7,0.195,5,6,30,0.966727916657542,5.984054769,17.17,1,65,2.53678504529018,19.1759608542446,8.05390355878275
"36",8,6882,7.082,0.1386,15.187,7.4467,0.8829,0.5674,0.211240690027378,0.009538,0.00113,"tm13","m10",18,18,5.5196,84.3722222222222,13,2,0,465,0.052,0.7,0.195,5,6,30,0.967119404890745,6.49655693025,17.17,1,65,2.53678504529018,17.6632024058295,8.47833715479815
"37",9,7176,7.165,0.1449,15.836,7.7565,0.8866,0.5922,0.227891131091404,0.008874,0.001087,"tm13","m10",18,18,5.5196,87.9777777777778,13,2,0,465,0.052,0.7,0.195,5,6,30,0.967507900408271,7.05316858958333,17.17,1,65,2.53678504529018,16.2692835911326,8.78541313921161
"38",10,7484,7.258,0.1515,16.514,8.0773,0.8901,0.6113,0.242813696195955,0.008266,0.001045,"tm13","m10",18,18,5.5196,91.7444444444444,13,2,0,465,0.052,0.7,0.195,5,6,30,0.967889500942599,7.65632234247222,17.17,1,65,2.53678504529018,14.9876134868882,8.99256809213291
"39",11,7803,7.361,0.1583,17.218,8.4092,0.8935,0.6259,0.256165464973712,0.007711,0.001004,"tm13","m10",18,18,5.5196,95.6555555555556,13,2,0,465,0.052,0.7,0.195,5,6,30,0.96825748518484,8.30757014622222,17.17,1,65,2.53678504529018,13.8127031105697,9.11638405297603
"40",12,8133,7.474,0.1654,17.946,8.7524,0.8967,0.6368,0.268103517057353,0.007206,0.0009657,"tm13","m10",18,18,5.5196,99.7,13,2,0,465,0.052,0.7,0.195,5,6,30,0.968607948565439,9.00895229377778,17.17,1,65,2.53678504529018,12.7373301864696,9.17087773425809
"41",0,5214,7.05657825,0.1008,11.505,5.61,0.853,0,0,0.01655,0.001433,"tm13","m10",21,18,5.7546,63.9166666666667,13,2,0,465,0.052,0.7,0.195,5,7,35,0.964415943669056,3.7180275,17.17,1,65,2.43319061898024,36.0069956448681,0
"42",1,5372,7.061,0.105,11.854,5.8132,0.8572,0.1196,0.0338349528791621,0.01561,0.001406,"tm13","m10",21,18,5.7546,65.8555555555556,13,2,0,465,0.052,0.7,0.195,5,7,35,0.964629178445819,3.96869101733333,17.17,1,65,2.43319061898024,33.7327847936003,2.02396708761602
"43",2,5549,7.076,0.1096,12.247,6.0367,0.8614,0.2222,0.0655022068273472,0.01466,0.001375,"tm13","m10",21,18,5.7546,68.0388888888889,13,2,0,465,0.052,0.7,0.195,5,7,35,0.964875065341982,4.25682428025,17.17,1,65,2.43319061898024,31.4495011271965,3.77394013526359
"44",3,5744,7.101,0.1145,12.679,6.2758,0.8656,0.3093,0.0949075140649477,0.01373,0.001341,"tm13","m10",21,18,5.7546,70.4388888888889,13,2,0,465,0.052,0.7,0.195,5,7,35,0.965152065306669,4.58021481566667,17.17,1,65,2.43319061898024,29.2289784186714,5.26121611536085
"45",4,5957,7.135,0.1197,13.151,6.5299,0.8697,0.3821,0.122019458665428,0.01282,0.001303,"tm13","m10",21,18,5.7546,73.0611111111111,13,2,0,465,0.052,0.7,0.195,5,7,35,0.965459371383244,4.94150001113889,17.17,1,65,2.43319061898024,27.0919760595417,6.50207425429002
"46",5,6188,7.179,0.1252,13.661,6.7977,0.8738,0.4424,0.146838040628787,0.01196,0.001263,"tm13","m10",21,18,5.7546,75.8944444444444,13,2,0,465,0.052,0.7,0.195,5,7,35,0.965790814135286,5.34181582025,17.17,1,65,2.43319061898024,25.061702706503,7.5185108119509
"47",6,6435,7.233,0.131,14.207,7.0777,0.8778,0.4917,0.169426091808098,0.01114,0.001222,"tm13","m10",21,18,5.7546,78.9277777777778,13,2,0,465,0.052,0.7,0.195,5,7,35,0.966141523718139,5.78204247580556,17.17,1,65,2.43319061898024,23.1535829354745,8.3352898567708
"48",7,6698,7.297,0.137,14.788,7.3693,0.8816,0.5317,0.189877859982967,0.01037,0.001179,"tm13","m10",21,18,5.7546,82.1555555555556,13,2,0,465,0.052,0.7,0.195,5,7,35,0.966506573493028,6.26409537358333,17.17,1,65,2.43319061898024,21.3718010368379,8.97615643547193
"49",8,6976,7.37,0.1432,15.402,7.6719,0.8852,0.5637,0.208381840712611,0.009659,0.001136,"tm13","m10",21,18,5.7546,85.5666666666667,13,2,0,465,0.052,0.7,0.195,5,7,35,0.966879572267845,6.78945888225,17.17,1,65,2.43319061898024,19.7180662438351,9.46467179704084
"50",9,7268,7.453,0.1496,16.046,7.9853,0.8887,0.5891,0.225000865850101,0.008999,0.001094,"tm13","m10",21,18,5.7546,89.1444444444444,13,2,0,465,0.052,0.7,0.195,5,7,35,0.967252015083248,7.35945876691667,17.17,1,65,2.43319061898024,18.1908757477948,9.82307290380917
"51",10,7573,7.547,0.1563,16.719,8.3096,0.8921,0.6089,0.239923430954652,0.008392,0.001053,"tm13","m10",21,18,5.7546,92.8833333333333,13,2,0,465,0.052,0.7,0.195,5,7,35,0.9676198369301,7.97651430044445,17.17,1,65,2.43319061898024,16.7836469612473,10.0701881767484
"52",11,7890,7.649,0.1632,17.417,8.6449,0.8953,0.6242,0.253338031585481,0.007838,0.001013,"tm13","m10",21,18,5.7546,96.7611111111111,13,2,0,465,0.052,0.7,0.195,5,7,35,0.967974370381774,8.64165576113889,17.17,1,65,2.43319061898024,15.4918228289108,10.2246030670811
"53",0,4843,6.0768045,0.08727,10.672,4.9496,0.8379,0,0,0.01653,0.001438,"tm13","m10",9,21.6,4.9556,49.4074074074074,13,2,0,465,0.052,0.7,0.195,6,3,18,0.962110585019491,2.54177542074074,24.7,1,65,4.06463627388375,22.5728046356194,0
"54",1,5001,6.082,0.09116,11.022,5.1389,0.8428,0.1274,0.0363482270020339,0.01551,0.001408,"tm13","m10",9,21.6,4.9556,51.0277777777778,13,2,0,465,0.052,0.7,0.195,6,3,18,0.962473404708191,2.7245079805787,24.7,1,65,4.06463627388375,21.0588482063514,1.26353089238109
"55",2,5180,6.096,0.09546,11.419,5.3483,0.8479,0.2355,0.0701517639546601,0.01449,0.001374,"tm13","m10",9,21.6,4.9556,52.8657407407407,13,2,0,465,0.052,0.7,0.195,6,3,18,0.962879920804202,2.93641849928241,24.7,1,65,4.06463627388375,19.5391086161666,2.34469303394
"56",3,5379,6.121,0.1001,11.859,5.5737,0.853,0.3257,0.101347779004807,0.01349,0.001336,"tm13","m10",9,21.6,4.9556,54.9027777777778,13,2,0,465,0.052,0.7,0.195,6,3,18,0.963325165499166,3.176618066875,24.7,1,65,4.06463627388375,18.0616614248633,3.25109905647539
"57",0,4977,6.422607,0.09206,10.973,5.1829,0.8437,0,0,0.01654,0.001436,"tm13","m10",12,21.6,5.2376,50.8009259259259,13,2,0,465,0.052,0.7,0.195,6,4,24,0.962126516173467,2.73660599261574,24.7,1,65,3.84579034650571,27.9543347513022,0
"58",1,5135,6.428,0.09605,11.323,5.3773,0.8483,0.1244,0.0353743332794211,0.01555,0.001407,"tm13","m10",12,21.6,5.2376,52.4212962962963,13,2,0,465,0.052,0.7,0.195,6,4,24,0.962458344542747,2.92880245854167,24.7,1,65,3.84579034650571,26.1198906661979,1.56719343997188
"59",2,5314,6.442,0.1005,11.718,5.5917,0.8531,0.2305,0.0683924720686498,0.01455,0.001375,"tm13","m10",12,21.6,5.2376,54.25,13,2,0,465,0.052,0.7,0.195,6,4,24,0.962829031291943,3.150608416875,24.7,1,65,3.84579034650571,24.2810244492009,2.91372293390411
"60",3,5511,6.467,0.1052,12.155,5.8221,0.8579,0.3196,0.0988973367350067,0.01358,0.001338,"tm13","m10",12,21.6,5.2376,56.2731481481481,13,2,0,465,0.052,0.7,0.195,6,4,24,0.963237301493275,3.40132068520833,24.7,1,65,3.84579034650571,22.4912635649685,4.04842744169434
"61",4,5728,6.501,0.1102,12.633,6.0675,0.8625,0.3933,0.126888927278492,0.01264,0.001298,"tm13","m10",12,21.6,5.2376,58.4861111111111,13,2,0,465,0.052,0.7,0.195,6,4,24,0.963676203880107,3.682403671875,24.7,1,65,3.84579034650571,20.7744741795372,4.98587380308892
"62",5,5962,6.545,0.1156,13.151,6.3267,0.8671,0.4536,0.152398659625641,0.01174,0.001256,"tm13","m10",12,21.6,5.2376,60.8842592592593,13,2,0,465,0.052,0.7,0.195,6,4,24,0.964140017675778,3.99523343076389,24.7,1,65,3.84579034650571,19.1478173492789,5.74434520478368
"63",6,6214,6.599,0.1211,13.707,6.5981,0.8715,0.5023,0.17545794970299,0.0109,0.001212,"tm13","m10",12,21.6,5.2376,63.4583333333333,13,2,0,465,0.052,0.7,0.195,6,4,24,0.964622418269767,4.34060437780093,24.7,1,65,3.84579034650571,17.6242737972718,6.34473856701784
"64",7,6482,6.663,0.1269,14.299,6.8812,0.8758,0.5412,0.196223877143218,0.01011,0.001167,"tm13","m10",12,21.6,5.2376,66.1990740740741,13,2,0,465,0.052,0.7,0.195,6,4,24,0.965114411178291,4.71994888111111,24.7,1,65,3.84579034650571,16.2078026535727,6.80727711450052
"65",8,6766,6.736,0.133,14.924,7.1755,0.8799,0.5719,0.214853521579006,0.009385,0.001122,"tm13","m10",12,21.6,5.2376,69.0925925925926,13,2,0,465,0.052,0.7,0.195,6,4,24,0.965606261818147,5.13432770428241,24.7,1,65,3.84579034650571,14.8997112000065,7.1518613760031
"66",9,7064,6.82,0.1393,15.58,7.4809,0.8838,0.5958,0.231503962643032,0.008717,0.001078,"tm13","m10",12,21.6,5.2376,72.1296296296296,13,2,0,465,0.052,0.7,0.195,6,4,24,0.966091011602083,5.58533864631944,24.7,1,65,3.84579034650571,13.696573268733,7.39614956511579
"67",0,5108,6.7684095,0.09685,11.267,5.4159,0.849,0,0,0.01655,0.001434,"tm13","m10",15,21.6,5.5196,52.162037037037,13,2,0,465,0.052,0.7,0.195,6,5,30,0.962120199699503,2.93626904909722,24.7,1,65,3.64930638431377,32.5668385291193,0
"68",1,5265,6.773,0.1009,11.615,5.6152,0.8533,0.1217,0.0344946873364159,0.01558,0.001407,"tm13","m10",15,21.6,5.5196,53.7731481481481,13,2,0,465,0.052,0.7,0.195,6,5,30,0.962418051532246,3.1373786162963,24.7,1,65,3.64930638431377,30.479266832285,1.8287560099371
"69",2,5443,6.788,0.1054,12.009,5.8346,0.8578,0.2259,0.0667588438887831,0.01461,0.001375,"tm13","m10",15,21.6,5.5196,55.5972222222222,13,2,0,465,0.052,0.7,0.195,6,5,30,0.962758737903384,3.36935454342593,24.7,1,65,3.64930638431377,28.380806699781,3.40569680397372
"70",3,5640,6.813,0.1103,12.444,6.0698,0.8622,0.3138,0.0966668059509579,0.01366,0.00134,"tm13","m10",15,21.6,5.5196,57.6111111111111,13,2,0,465,0.052,0.7,0.195,6,5,30,0.96313627635293,3.63072112231481,24.7,1,65,3.64930638431377,26.3377430484204,4.74079374871567
"71",4,5854,6.847,0.1154,12.918,6.32,0.8666,0.3871,0.124155741669869,0.01274,0.001301,"tm13","m10",15,21.6,5.5196,59.8055555555556,13,2,0,465,0.052,0.7,0.195,6,5,30,0.963540889697765,3.92273037037037,24.7,1,65,3.64930638431377,24.3771534037328,5.85051681689587
"72",5,6086,6.891,0.1208,13.432,6.5839,0.8709,0.4474,0.149257066972051,0.01186,0.00126,"tm13","m10",15,21.6,5.5196,62.1851851851852,13,2,0,465,0.052,0.7,0.195,6,5,30,0.963973361552089,4.24722359631944,24.7,1,65,3.64930638431377,22.5147082161784,6.75441246485351
"73",6,6336,6.945,0.1265,13.982,6.8601,0.8751,0.4964,0.172065029637113,0.01103,0.001217,"tm13","m10",15,21.6,5.5196,64.7314814814815,13,2,0,465,0.052,0.7,0.195,6,5,30,0.964421855584345,4.60446259631944,24.7,1,65,3.64930638431377,20.7678959269725,7.47644253371012
"74",7,6601,7.009,0.1324,14.568,7.1478,0.8791,0.536,0.192673877444662,0.01026,0.001174,"tm13","m10",15,21.6,5.5196,67.4444444444444,13,2,0,465,0.052,0.7,0.195,6,5,30,0.964883870185764,4.9962427075,24.7,1,65,3.64930638431377,19.139382451628,8.03854062968377
"75",8,6882,7.082,0.1386,15.187,7.4467,0.8829,0.5674,0.211240690027378,0.009538,0.00113,"tm13","m10",15,21.6,5.5196,70.3101851851852,13,2,0,465,0.052,0.7,0.195,6,5,30,0.965348949777001,5.42372637520833,24.7,1,65,3.64930638431377,17.630867301326,8.46281630463648
"76",9,7176,7.165,0.1449,15.836,7.7565,0.8866,0.5922,0.227891131091404,0.008874,0.001087,"tm13","m10",15,21.6,5.5196,73.3148148148148,13,2,0,465,0.052,0.7,0.195,6,5,30,0.965808512422526,5.88798249131944,24.7,1,65,3.64930638431377,16.2407072610998,8.76998192099387
"77",10,7484,7.258,0.1515,16.514,8.0773,0.8901,0.6113,0.242813696195955,0.008266,0.001045,"tm13","m10",15,21.6,5.5196,76.4537037037037,13,2,0,465,0.052,0.7,0.195,6,5,30,0.966258480872453,6.39103835206019,24.7,1,65,3.64930638431377,14.9623574030306,8.97741444181834
"78",11,7803,7.361,0.1583,17.218,8.4092,0.8935,0.6259,0.256165464973712,0.007711,0.001004,"tm13","m10",15,21.6,5.5196,79.712962962963,13,2,0,465,0.052,0.7,0.195,6,5,30,0.966691856724342,6.93418738851852,24.7,1,65,3.64930638431377,13.7903685957974,9.10164327322627
"79",12,8133,7.474,0.1654,17.946,8.7524,0.8967,0.6368,0.268103517057353,0.007206,0.0009657,"tm13","m10",15,21.6,5.5196,83.0833333333333,13,2,0,465,0.052,0.7,0.195,6,5,30,0.967104646262587,7.51913011148148,24.7,1,65,3.64930638431377,12.7175615506352,9.15664431645732
"80",13,8473,7.597,0.1727,18.696,9.1072,0.8998,0.6446,0.278784932079558,0.006749,0.000929,"tm13","m10",15,21.6,5.5196,86.5555555555556,13,2,0,465,0.052,0.7,0.195,6,5,30,0.967493541763264,8.1476384237037,24.7,1,65,3.64930638431377,11.7365296576982,9.1544931330046
"81",0,5235,7.114212,0.1016,11.553,5.6488,0.8538,0,0,0.01655,0.001432,"tm13","m10",18,21.6,5.8016,53.4861111111111,13,2,0,465,0.052,0.7,0.195,6,6,36,0.962089365302492,3.14037713481481,24.7,1,65,3.47192352434816,36.5401972673472,0
"82",1,5392,7.119,0.1058,11.901,5.8528,0.8579,0.1191,0.0337092891730185,0.01562,0.001406,"tm13","m10",18,21.6,5.8016,55.0972222222222,13,2,0,465,0.052,0.7,0.195,6,6,36,0.962362652469102,3.3508472237037,24.7,1,65,3.47192352434816,34.2450706759368,2.05470424055621
"83",2,5569,7.134,0.1104,12.293,6.0771,0.8621,0.2215,0.06525087941506,0.01467,0.001375,"tm13","m10",18,21.6,5.8016,56.912037037037,13,2,0,465,0.052,0.7,0.195,6,6,36,0.962672836501848,3.59270696298611,24.7,1,65,3.47192352434816,31.9397048471286,3.83276458165543
"84",3,5765,7.158,0.1154,12.725,6.317,0.8662,0.3084,0.0945619388730528,0.01374,0.001341,"tm13","m10",18,21.6,5.8016,58.912037037037,13,2,0,465,0.052,0.7,0.195,6,6,36,0.963019302009664,3.86438088194444,24.7,1,65,3.47192352434816,29.6942779466037,5.34497003038867
"85",4,5978,7.193,0.1206,13.197,6.5718,0.8703,0.3812,0.121579635693925,0.01284,0.001304,"tm13","m10",18,21.6,5.8016,61.0972222222222,13,2,0,465,0.052,0.7,0.195,6,6,36,0.963397888364983,4.1677351575,24.7,1,65,3.47192352434816,27.5329395135636,6.60790548325527
"86",5,6208,7.237,0.1261,13.706,6.8404,0.8744,0.4414,0.146366801730748,0.01198,0.001264,"tm13","m10",18,21.6,5.8016,63.4537037037037,13,2,0,465,0.052,0.7,0.195,6,6,36,0.9637981494738,4.50352301518519,24.7,1,65,3.47192352434816,25.4800518645249,7.64401555935747
"87",6,6455,7.291,0.1319,14.251,7.1212,0.8783,0.4908,0.168892021056987,0.01116,0.001223,"tm13","m10",18,21.6,5.8016,65.9768518518518,13,2,0,465,0.052,0.7,0.195,6,6,36,0.964217523034724,4.87270088111111,24.7,1,65,3.47192352434816,23.5495678474386,8.4778444250779
"88",7,6718,7.354,0.1379,14.832,7.4135,0.882,0.5308,0.189343789231857,0.01039,0.00118,"tm13","m10",18,21.6,5.8016,68.6666666666667,13,2,0,465,0.052,0.7,0.195,6,6,36,0.964653124537616,5.27713351446759,24.7,1,65,3.47192352434816,21.7447596664753,9.13279905991963
"89",8,6995,7.428,0.1441,15.445,7.7168,0.8857,0.5629,0.207816354034965,0.009682,0.001138,"tm13","m10",18,21.6,5.8016,71.5046296296296,13,2,0,465,0.052,0.7,0.195,6,6,36,0.965092941355842,5.71744857185185,24.7,1,65,3.47192352434816,20.0701411753728,9.63366776417892
"90",9,7287,7.511,0.1505,16.088,8.031,0.8891,0.5885,0.224435379172455,0.009023,0.001095,"tm13","m10",18,21.6,5.8016,74.4814814814815,13,2,0,465,0.052,0.7,0.195,6,6,36,0.965530072288723,6.19515429861111,24.7,1,65,3.47192352434816,18.5225410811359,10.0021721838134
