"","V","rpm","thrust","Q","Volts","Amps","effmot","effprop","adv","CT","CP","prop","motor","capacity","Volts100","vmass","throttle","Prop_diam","struct_mass","payload","motor_Kv","motor_IR","motor_I0","motor_mass","batt_ser","batt_par","total_batt","effesc","I_batt","thrust0","C_d","hover_throttle","t2wr","endur","range"
"1",0,4774,5.90390325,0.08487,10.518,4.8328,0.8347,0,0,0.01652,0.001439,"tm13","m10",9,18,4.8146,58.4333333333333,13,1,1,465,0.052,0.7,0.195,5,3,15,0.964631994453228,2.92750618844445,17.17,2,65,2.90824548996463,19.5985922169772,0
"2",1,4934,5.914,0.08878,10.873,5.023,0.84,0.1289,0.0368194659000724,0.01549,0.001409,"tm13","m10",9,18,4.8146,60.4055555555556,13,1,1,465,0.052,0.7,0.195,5,3,15,0.964932131716386,3.14443985833333,17.17,2,65,2.90824548996463,18.2464930432509,1.09478958259505
"3",2,5120,5.943,0.09324,11.283,5.2402,0.8455,0.2378,0.0709685780445934,0.01446,0.001374,"tm13","m10",9,18,4.8146,62.6833333333333,13,1,1,465,0.052,0.7,0.195,5,3,15,0.965265664072492,3.40293056677778,17.17,2,65,2.90824548996463,16.8604674336121,2.02325609203346
"4",3,5329,5.992,0.09818,11.746,5.481,0.8511,0.3281,0.102290256800884,0.01346,0.001335,"tm13","m10",9,18,4.8146,65.2555555555556,13,1,1,465,0.052,0.7,0.195,5,3,15,0.965632334625392,3.703953225,17.17,2,65,2.90824548996463,15.4902064131763,2.78823715437173
"5",0,4888,6.192072,0.08887,10.773,5.0274,0.8399,0,0,0.01653,0.001437,"tm13","m10",12,18,5.0496,59.85,13,1,1,465,0.052,0.7,0.195,5,4,20,0.964599131296689,3.119325741,17.17,2,65,2.77290057350754,24.5245307325536,0
"6",1,5048,6.202,0.09286,11.127,5.2218,0.8448,0.1263,0.036002651810139,0.01552,0.001408,"tm13","m10",12,18,5.0496,61.8166666666667,13,1,1,465,0.052,0.7,0.195,5,4,20,0.964872802761685,3.345459309,17.17,2,65,2.77290057350754,22.8668152663518,1.37200891598111
"7",2,5233,6.231,0.09741,11.536,5.4433,0.85,0.2335,0.0694606135708703,0.01451,0.001374,"tm13","m10",12,18,5.0496,64.0888888888889,13,1,1,465,0.052,0.7,0.195,5,4,20,0.96518078523849,3.61440109691667,17.17,2,65,2.77290057350754,21.1653322220547,2.53983986664656
"8",3,5441,6.28,0.1024,11.996,5.6882,0.8553,0.3228,0.100185389722979,0.01353,0.001337,"tm13","m10",12,18,5.0496,66.6444444444444,13,1,1,465,0.052,0.7,0.195,5,4,20,0.965518684589449,3.926251609,17.17,2,65,2.77290057350754,19.4842327029276,3.50716188652697
"9",4,5671,6.349,0.1079,12.505,5.9562,0.8606,0.3962,0.128176980266464,0.01259,0.001297,"tm13","m10",12,18,5.0496,69.4722222222222,13,1,1,465,0.052,0.7,0.195,5,4,20,0.965874991600248,4.284099429,17.17,2,65,2.77290057350754,17.8567284134805,4.28561481923533
"10",5,5923,6.437,0.1139,13.062,6.2462,0.8659,0.4556,0.15340396927479,0.0117,0.001254,"tm13","m10",12,18,5.0496,72.5666666666667,13,1,1,465,0.052,0.7,0.195,5,4,20,0.966245040985153,4.69100377344444,17.17,2,65,2.77290057350754,16.3078103737761,4.89234311213282
"11",6,6195,6.545,0.1203,13.663,6.557,0.871,0.5033,0.1759920204541,0.01088,0.001211,"tm13","m10",12,18,5.0496,75.9055555555556,13,1,1,465,0.052,0.7,0.195,5,4,20,0.966617969062282,5.14901174722222,17.17,2,65,2.77290057350754,14.8572199395874,5.34859917825148
"12",7,6486,6.672,0.1271,14.306,6.8886,0.8759,0.5411,0.196129629363611,0.01012,0.001167,"tm13","m10",12,18,5.0496,79.4777777777778,13,1,1,465,0.052,0.7,0.195,5,4,20,0.966985547939326,5.661828361,17.17,2,65,2.77290057350754,13.5115364017302,5.67484528872669
"13",8,6794,6.819,0.1343,14.987,7.2408,0.8806,0.5709,0.213973875636001,0.009423,0.001124,"tm13","m10",12,18,5.0496,83.2611111111111,13,1,1,465,0.052,0.7,0.195,5,4,20,0.967337591589514,6.23233355733333,17.17,2,65,2.77290057350754,12.2746960341982,5.89185409641515
"14",0,4999,6.48024075,0.09286,11.023,5.2217,0.8446,0,0,0.01654,0.001435,"tm13","m10",15,18,5.2846,61.2388888888889,13,1,1,465,0.052,0.7,0.195,5,5,25,0.964553553810634,3.31522396913889,17.17,2,65,2.6495929182878,28.8442050643227,0
"15",1,5159,6.49,0.09694,11.376,5.4203,0.8493,0.1239,0.0352172536467416,0.01555,0.001407,"tm13","m10",15,18,5.2846,63.2,13,1,1,465,0.052,0.7,0.195,5,5,25,0.964802436431469,3.55060214469444,17.17,2,65,2.6495929182878,26.9320515515627,1.61592309309376
"16",2,5343,6.519,0.1016,11.784,5.646,0.8542,0.2294,0.068015480950219,0.01457,0.001375,"tm13","m10",15,18,5.2846,65.4666666666667,13,1,1,465,0.052,0.7,0.195,5,5,25,0.965086852902877,3.8299641,17.17,2,65,2.6495929182878,24.96759695476,2.9961116345712
"17",3,5549,6.568,0.1067,12.241,5.895,0.8592,0.3178,0.0982376022777528,0.0136,0.001338,"tm13","m10",15,18,5.2846,68.0055555555555,13,1,1,465,0.052,0.7,0.195,5,5,25,0.965397582759912,4.152618125,17.17,2,65,2.6495929182878,23.0276411462708,4.14497540632875
"18",4,5778,6.637,0.1123,12.746,6.1669,0.8642,0.3908,0.125789369849735,0.01268,0.001299,"tm13","m10",15,18,5.2846,70.8111111111111,13,1,1,465,0.052,0.7,0.195,5,5,25,0.965727142304584,4.52182632113889,17.17,2,65,2.6495929182878,21.1474287619069,5.07538290285764
"19",5,6027,6.725,0.1183,13.298,6.4608,0.8691,0.4503,0.150733615519238,0.01181,0.001258,"tm13","m10",15,18,5.2846,73.8777777777778,13,1,1,465,0.052,0.7,0.195,5,5,25,0.966070567175976,4.94073169066667,17.17,2,65,2.6495929182878,19.354420759306,5.8063262277918
